    #         X           Y           Z        CHARGE     ATOM    DISTANCE
  -------------------------------------------------------------------------
    1      9.0694      0.7084      5.2068      7.1181       1      0.0478
    2      8.9763      2.8352      5.7060      7.2891       2      0.0565
    3      1.6729      9.0144      5.7129      7.2948       4      0.0523
    4      7.2453      8.9165      5.7338      7.2974       3      0.0481
  -------------------------------------------------------------------------
