    #         X           Y           Z        CHARGE     ATOM    DISTANCE
  -------------------------------------------------------------------------
    1      9.3198      0.7155      5.1637      7.3022       1      0.0501
    2      1.7183      9.1875      5.7310      7.2350       4      0.0380
    3      9.2249      3.0093      5.7560      7.2279       2      0.0534
    4      7.3477      9.1870      5.7508      7.2345       3      0.0248
  -------------------------------------------------------------------------
